,X,Y,area,classification,autumn_R,autumn_G,autumn_B,autumn_NDVI,autumn_NDWI,autumn_NIR,autumn_SWIR,spring_R,spring_G,spring_B,spring_NDVI,spring_NDWI,spring_NIR,spring_SWIR,summer_R,summer_G,summer_B,summer_NDVI,summer_NDWI,summer_NIR,summer_SWIR,summer_VH,summer_VV,log_area,CO2_flux,CH4_flux,CO2_weight,CH4_weight,CO2_precentage,CH4_precentage
337,-76.61333104584534,42.36860020100801,500,Pond,0.0307200003415346,0.0351599991321563,0.0192999998107552,5.9772076201625166e-05,-5.668870217050426e-05,0.1532999992370605,0.1460999965667724,0.0604900009930133,0.0816400006413459,0.0701499998569488,5.418048604042269e-05,-3.839382989099249e-05,0.1838600009679794,0.173360002040863,0.0276400003582239,0.043360000103712,0.0323399998247623,7.115404587239027e-05,-5.996999971102923e-05,0.1817799970507621,0.1501999974250793,-17.513477041888308,-11.413002122861794,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
338,-76.5780444403414,42.3673902093775,2300,Pond,0.0291608694292928,0.0338891306487114,0.0216434782613878,3.1031142063274395e-05,-2.1758065886585783e-05,0.0523065215219622,0.0906652173270349,0.0324847826977138,0.0498326087127561,0.0369413043979717,4.354911961063804e-05,-2.7550702270673355e-05,0.0909891290509182,0.0963413031852763,0.0291652173289786,0.0414847827152065,0.0326521739201701,4.655250829629317e-05,-3.3068701352180064e-05,0.0872434782593146,0.0824956527870634,-17.922406976826483,-12.44603100039167,7.7406644019172415,21.21,0.65,48783.0,1495.0,0.00032578194562176224,0.00044879894497724937
339,-76.53808325774595,42.36703141586184,2200,Pond,0.0181568181565539,0.0231022727252407,0.0129045453769239,6.57411366608523e-05,-5.715908843161412e-05,0.0871363644572821,0.113711362873966,0.0306613634933124,0.0506704541092569,0.0406863638623194,4.7697646798703566e-05,-3.127767071088204e-05,0.11868181807751,0.1058659096333113,0.028145454485308,0.0418386361138387,0.0340431819415905,5.6275626114008695e-05,-4.234623247612035e-05,0.114186363464052,0.112456817518581,-18.281059993625217,-12.310516995405276,7.696212639346407,21.21,0.65,46662.0,1430.0,0.0003116175132034248,0.00042928594736954285
340,-76.52842228519036,42.36688441881535,600,Pond,0.0356416665017604,0.0379583332687616,0.0202750004827976,4.65231775403178e-05,-4.119960218910516e-05,0.1087166679402192,0.1440000012516975,0.0460166670382022,0.0576916672289371,0.041250001018246,3.2398274925071746e-05,-2.4740782161340277e-05,0.1178916655480861,0.1412750035524368,0.0341833333174387,0.048350000133117,0.0378249995410442,6.452963983368439e-05,-5.2723781360934176e-05,0.1633833323915799,0.1339000016450882,-17.37208282276893,-11.835076383040716,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
341,-76.50745070655745,42.36873004839908,2200,Pond,0.0261558819123927,0.032952941406299,0.0187088235226624,5.544076766989961e-05,-4.413941325551337e-05,0.0929382360156844,0.1019323542714119,0.0525323529453838,0.0658058811198262,0.0542676468544146,4.292909323018701e-05,-3.3582592710873164e-05,0.1370558835127774,0.1331352942130144,0.0329029412173173,0.047308823422474,0.0394911766052246,4.892127403496381e-05,-3.696613641616697e-05,0.1164999985519577,0.121697059887297,-23.111363741753543,-17.18910171802475,7.696212639346407,21.21,0.65,46662.0,1430.0,0.0003116175132034248,0.00042928594736954285
343,-76.48545517413916,42.36509815342346,1300,Pond,0.0282884614112285,0.034976923551697,0.0168846155015321,6.066833436936857e-05,-5.358758538092773e-05,0.1250153854489326,0.1544423068945224,0.040669230887523,0.0544423079834534,0.0466807693816148,4.340365530179742e-05,-3.26375688578432e-05,0.1228423072741581,0.1391576941196735,0.0372115376477058,0.0486192307793177,0.0365269232827883,5.5398233458757975e-05,-4.5969626696135565e-05,0.1425307679634828,0.1524999978450628,-20.831363404088165,-13.837767498027665,7.170119543449628,21.21,0.65,27573.0,845.0,0.00018413762143838736,0.0002536689689001844
345,-76.46996702945796,42.36868627214688,4300,Pond,0.020438888679362,0.0225013887716664,0.0122722222133436,4.181433066858315e-05,-3.276305735905933e-05,0.0543347220971352,0.083358332928684,0.0394666666785875,0.0520277778721518,0.0401027775886985,3.2799120264017903e-05,-2.446257197637654e-05,0.0851027781350745,0.1014111118598116,0.0270375001451207,0.0410555557658275,0.0352527776008678,5.339196064192543e-05,-3.93369811414838e-05,0.1100388884337412,0.0884472220722172,-20.179610274176472,-14.35759645601252,8.366370301681654,21.21,0.65,91203.0,2795.0,0.000609070593988512,0.0008390588971313792
346,-76.4624410275718,42.368591217855176,800,Pond,0.0138000000733882,0.0190875001717358,0.0102249999763444,7.216064750537043e-05,-6.537783474414027e-05,0.1121125011704862,0.1275999983772635,0.0305125000886619,0.0495999995619058,0.0399375003762543,5.37804480700288e-05,-3.5789507819572464e-05,0.1062999991700053,0.1174249993637204,0.02523749996908,0.0360750001855194,0.0331499995663762,5.938942058492103e-05,-4.475946252568974e-05,0.1038249991834163,0.1338375024497509,-21.43442783111305,-15.505428348691332,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
347,-76.44451963765358,42.36869602130499,900,Pond,0.033233333689471,0.0374166667461395,0.0198333331694205,5.55333360049796e-05,-4.9085714636021294e-05,0.127700001001358,0.1796333342790603,0.0492166659484306,0.0578666664659976,0.0480833332985639,4.522573969249303e-05,-3.613059925555717e-05,0.1094666669766108,0.150166667997837,0.0367250001678864,0.0477833331873019,0.0380083334942658,5.598815005214419e-05,-4.955907146116564e-05,0.1455250009894371,0.1762249966462453,-19.840629148666903,-13.22594405032892,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
348,-76.43628823286599,42.36697188635617,1900,Pond,0.0173312500119209,0.0323687497293576,0.016231249901466,5.974247187623405e-05,-3.2220681987382704e-05,0.0899687508353963,0.1030624997802078,0.0372687501367181,0.0476843756623566,0.0377062500920146,3.574264383132686e-05,-2.2832975673736652e-05,0.0845937505364418,0.1082718754187226,0.0250593750970438,0.0436937496997416,0.0338624997530132,5.099406735098455e-05,-2.711164967195145e-05,0.0922312512993812,0.1027812496758997,-22.895764831094183,-16.010125703180574,7.549609165154532,21.21,0.65,40299.0,1235.0,0.0002691242159484123,0.0003707469545464234
349,-76.44127073070938,42.3665550365445,600,Pond,0.038049999003609,0.0348333331445852,0.019483333453536,5.859869270352647e-05,-6.114948215933207e-05,0.1524333332975705,0.1927833308776219,0.0409500002861022,0.0532999994854132,0.0425833327074845,5.61807319172658e-05,-4.890990749117918e-05,0.1582833354671796,0.1770833333333333,0.0306833330541849,0.0480083338916301,0.0355249997228384,7.101626518609312e-05,-6.22718265124907e-05,0.1992833316326141,0.1739166676998138,-17.049906651395183,-11.091322784935713,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
350,-76.43812086878364,42.36463517554626,1300,Pond,0.0226923076149362,0.023100000161391,0.013215384661005,4.8633930978562254e-05,-4.76144892812814e-05,0.0728076914182076,0.1286153856378335,0.0501653847212974,0.055607692266886,0.0433884609777193,4.3491583570497685e-05,-3.5665983187545164e-05,0.1151653849161588,0.1413884609937667,0.025046153853719,0.038653846257008,0.0327384620904922,5.782621547740956e-05,-4.5078646508045495e-05,0.1195923061324999,0.1150923079022994,-19.66878851662656,-12.762837368745023,7.170119543449628,21.21,0.65,27573.0,845.0,0.00018413762143838736,0.0002536689689001844
351,-76.43767447518862,42.36292284841238,500,Pond,0.0335000000894069,0.0403999999165535,0.0180399999022483,5.397988861659542e-05,-5.0320711306994784e-05,0.1216000020503997,0.1360999941825866,0.0450900003314018,0.0513700008392334,0.0417900003492832,4.822882692678832e-05,-4.362626568763517e-05,0.0997599989175796,0.1617500036954879,0.0752199992537498,0.1224799990653991,0.0790399983525276,6.801270501455292e-05,-5.42525747732725e-05,0.4025600075721741,0.1961999982595443,-14.960618506399538,-8.098289947878225,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
352,-76.43076044188517,42.36854630209097,600,Pond,0.0405333324645956,0.0443833343063791,0.0234666666947305,6.916316973123078e-05,-6.564550373392801e-05,0.2262500002980232,0.1675333380699157,0.0536333334942658,0.0624833342929681,0.0478166670848925,4.6020554388330005e-05,-3.935654300827688e-05,0.1554166649778684,0.1455166637897491,0.0348833330596486,0.0621833354234695,0.0387000000725189,7.95619998825714e-05,-6.722897766546036e-05,0.3002000004053116,0.1876666645208994,-16.422426773075607,-10.60374204921592,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
353,-76.4262081897831,42.363671759680834,1900,Pond,0.0179736841175901,0.0245947370207623,0.0133157895975991,5.071004029320504e-05,-3.966777393016903e-05,0.0684789475053548,0.0820736843896539,0.0383368420757745,0.0545921051188519,0.0398131577592147,4.30776216442035e-05,-3.172627915965246e-05,0.1143368417887311,0.1115368432120273,0.0219947369279045,0.0352894737336196,0.0302368425028888,5.823071516811309e-05,-4.403002132771929e-05,0.120452633421672,0.0947526316893728,-20.852350711826727,-14.685086849713445,7.549609165154532,21.21,0.65,40299.0,1235.0,0.0002691242159484123,0.0003707469545464234
354,-76.42441476203676,42.36301731640677,3100,Pond,0.0154870968131769,0.0193645162207465,0.0110774193589966,6.101385729233434e-05,-5.3852812162668056e-05,0.0811129037531152,0.0651935480775371,0.0290951611654412,0.0421580648229968,0.0342790325803141,4.355410149606365e-05,-3.4113013586442494e-05,0.0859161284902403,0.0902774194555897,0.0248516130471421,0.0387193551587481,0.03161612928154,5.973740624012275e-05,-4.723363130206933e-05,0.1199903216573499,0.0847612903002769,-20.14554150403809,-13.365240851382524,8.039157390473237,21.21,0.65,65751.0,2015.0,0.00043909740496846214,0.0006049029258389012
355,-76.41739693261093,42.36613368389933,1400,Pond,0.0194892858022025,0.023125000031931,0.0132785715561892,5.146941839484498e-05,-4.460357376956381e-05,0.0657749995589256,0.1021071416991097,0.0336035713553428,0.0479785712169749,0.040789285408599,4.721428402782684e-05,-3.4677506716564365e-05,0.1046357117593288,0.1258392834237643,0.0213285716516631,0.0364857143057244,0.0277535714475171,6.978723649808671e-05,-5.4269662411700536e-05,0.130449999655996,0.0998750004385198,-21.028728736610585,-14.527588896280385,7.24422751560335,21.21,0.65,29694.0,910.0,0.00019830205385672485,0.0002731819665078909
356,-76.41180775079275,42.36384599947199,3400,Pond,0.0179794119287501,0.0206897058387232,0.011480882342713,5.628498504794312e-05,-5.2235045372713904e-05,0.0779779407140963,0.0891264705535243,0.0359014702193877,0.0444955880589344,0.0380132357754251,3.698905102817876e-05,-2.488903470186736e-05,0.0834029414417112,0.0766279412543072,0.0280132351771873,0.0413455888081122,0.0331676471430589,5.2343685905832576e-05,-3.820588362406638e-05,0.1092941161683377,0.101855881512165,-22.88890632054412,-15.973968288638462,8.131530710604252,21.21,0.65,72114.0,2210.0,0.00048159070222347463,0.0006634419186620208
357,-76.40709347596723,42.3641821893255,22200,Pond,0.0261756945013379,0.0303578703379672,0.016312963001568,5.158630541599349e-05,-4.598275068820909e-05,0.0933388889405048,0.0797685180204334,0.0379585648403951,0.0436925926176762,0.0380511574481648,2.8712124878472457e-05,-2.0195153645637997e-05,0.0754557867637938,0.0773210650551374,0.046625000183229,0.0719870372709852,0.0474499999631748,6.13237689490402e-05,-4.733309647572578e-05,0.2109564814233669,0.1275254639762419,-20.548714589688277,-13.470878581645351,10.00784756786037,21.57,0.28,478854.0,6216.000000000001,0.003197876059052607,0.001866042971223132
358,-76.40552116315789,42.36885926354481,3100,Pond,0.0164519232393314,0.0194711537780956,0.0104750001359766,5.279798796646691e-05,-4.645692584185431e-05,0.0612211539768255,0.0840403848829177,0.0322076924001941,0.0422038458860837,0.0343903849761073,3.77139019922022e-05,-2.481880199831301e-05,0.0810769234712307,0.1052288467494341,0.0240115384356333,0.0402846155831447,0.031667307520715,5.318774688371027e-05,-3.734663529870047e-05,0.1032365378565513,0.0908134599717763,-19.046470834111016,-12.661978851218525,8.039157390473237,21.21,0.65,65751.0,2015.0,0.00043909740496846214,0.0006049029258389012
359,-76.40086151484539,42.36398735202405,1200,Pond,0.0220500002615153,0.0229750000871717,0.0145166667643934,4.99927879597332e-05,-4.816063210455468e-05,0.0763000004614393,0.1077249993880589,0.0356291669110457,0.0455666668713092,0.0365541673575838,4.632964252474873e-05,-3.729970239874092e-05,0.1000750002761681,0.1292749953766664,0.0315708331763744,0.0470583333323399,0.0373999997973442,6.290120381891029e-05,-5.444162707135547e-05,0.1773333319773276,0.1316166681547959,-16.297480539262462,-10.36952039830716,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
360,-76.4037181574489,42.36374929847376,500,Pond,0.0437100008130073,0.0385800004005432,0.0223200000822544,5.08521574374754e-05,-5.63113106181845e-05,0.1378699973225593,0.1527700006961822,0.0463500000536441,0.0485200002789497,0.0400799997150898,3.662716771941632e-05,-3.259977347624954e-05,0.1083499997854232,0.14476999938488,0.0385300010442733,0.0585899993777275,0.0399699993431568,6.985875952523202e-05,-5.823969549965113e-05,0.2325300008058548,0.1506499975919723,-17.964207611947636,-11.585682087685834,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
364,-76.38321860266527,42.36843850425687,1500,Pond,0.019346666522324,0.027480000257492,0.0169733334332704,5.190568651111486e-05,-3.851828102294045e-05,0.0796266683687766,0.1020933330059051,0.0263466667383909,0.0360799996803204,0.036336666593949,4.665707432044049e-05,-3.464825301004264e-05,0.1075233342746893,0.1247166663408279,0.0258466667185227,0.0372066671649614,0.0334833328922589,5.041168454530028e-05,-3.866389924951363e-05,0.0898399993777275,0.1113200023770332,-22.39196239702588,-16.20319354020183,7.313220387090301,21.21,0.65,31815.0,975.0,0.00021246648627506234,0.0002926949641155974
365,-76.38066738725838,42.36849240317392,500,Pond,0.0273200001567602,0.0249200001358985,0.0138800001703202,5.8578967582434416e-05,-6.140563418739475e-05,0.0912000022828578,0.1343199983239174,0.051740001142025,0.0639600001275539,0.0419699996709823,4.09426553233061e-05,-3.664800606202334e-05,0.1609800010919571,0.1758000016212463,0.0261800002306699,0.046849999576807,0.0322200004011392,8.009614830370993e-05,-6.934354605618865e-05,0.2381200015544891,0.1515099942684173,-17.333147327152414,-10.805125692957986,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
366,-76.37221424043481,42.36793544769777,1000,Pond,0.045529999397695,0.0614800002425909,0.0387499999254941,2.7928240479013765e-05,-1.7968303291127084e-05,0.1176599983125925,0.1060199994593858,0.0655500002205371,0.0898000001907348,0.0595099996775388,2.3543288304495035e-05,-9.778704770724289e-06,0.1182599999010562,0.1295549973845481,0.0551300000399351,0.0799999997019767,0.056140000373125,3.3284956771240104e-05,-1.9166981019225204e-05,0.1328999992460012,0.1316999986767769,-19.669171319802075,-13.952187651942328,6.907755278982137,21.21,0.65,21210.0,650.0,0.0001416443241833749,0.00019512997607706493
367,-76.37605216038102,42.36214712674352,1700,Pond,0.0283323533230406,0.0361411774202304,0.0159558823386974,6.509174764847986e-05,-5.547494412680595e-05,0.1665823518791619,0.1212499991935842,0.0525382351787651,0.080947058604044,0.051229411845698,3.5145276021520496e-05,-2.018722257028404e-05,0.1359058815766783,0.1384176497950273,0.0371176471166751,0.0568764704991789,0.03984705884667,5.778319802415996e-05,-4.171854444019332e-05,0.1535941182690508,0.1368529406540534,-19.71270918010348,-13.95888160381567,7.438383530044307,21.21,0.65,36057.0,1105.0,0.00024079535111173731,0.0003317209593310104
368,-76.35565379817207,42.361921226870585,800,Pond,0.0261750002391636,0.0273875000420957,0.0155624998733401,4.335120229370659e-05,-4.150096287958149e-05,0.0761749986559152,0.1227874998003244,0.0340312502812594,0.0443374998867511,0.0344062498770654,4.853557766182348e-05,-3.790310574913747e-05,0.1051312489435076,0.1393874995410442,0.0285750003531575,0.0458250008523464,0.0355250001884996,6.225105880730553e-05,-4.842903990720515e-05,0.1387812504544854,0.119106251746416,-19.914287162268018,-14.334021463640635,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
370,-76.3510162455178,42.36358311014621,800,Pond,0.0150125002255663,0.015725000121165,0.0076250001438893,7.01582757756114e-05,-6.78151418469497e-05,0.0720374991651624,0.0983250010758638,0.0306812499184161,0.0449562496505677,0.0321437497623264,4.949938238496543e-05,-3.433107599448704e-05,0.0929062496870756,0.1169687500223517,0.0292375003919005,0.0471874997019767,0.0397625002078712,6.430086386899347e-05,-4.907234006168437e-05,0.133212499320507,0.125700001604855,-16.023466795910444,-9.3419080114285,6.684611727667927,35.18,2.28,28144.0,1823.9999999999998,0.0001879508656207875,0.0005475647328685636
371,-76.33776384928883,42.36664187368863,500,Pond,0.0246200002729892,0.0236100003123283,0.0120300000533461,5.85514513659291e-05,-5.663093543262221e-05,0.0886399999260902,0.1179800018668174,0.0478399999439716,0.0561900004744529,0.0457999996840953,4.112081005587242e-05,-3.922137948393356e-05,0.1376600012183189,0.1469399988651275,0.0285399999469518,0.0412800014019012,0.0343999993056058,6.443595921155066e-05,-5.396106280386448e-05,0.1462000027298927,0.1252199977636337,-18.974459570303043,-12.401299221949929,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
372,-76.33369082124875,42.362980074423085,2700,Pond,0.0207333335377,0.0214259258850857,0.0124962962129049,4.071866588775366e-05,-3.817063831471993e-05,0.0621555557957402,0.0753777791504506,0.0646833333152311,0.0780055549133707,0.061153703679641,3.146062071782244e-05,-2.387170105875056e-05,0.1119351853375081,0.1228814801132237,0.0261185187156553,0.0382888892458544,0.0329499998026424,5.119304666920841e-05,-3.871562963737503e-05,0.0937259255184067,0.0805925928332187,-19.90181824943477,-14.878455374052551,7.90100705199242,21.21,0.65,57267.0,1755.0,0.0003824396752951122,0.0005268509354080754
373,-76.33997136145658,42.36280098999122,2300,Pond,0.0215782610213626,0.0268000001492707,0.0120999999749271,5.762419032575765e-05,-4.931759236648719e-05,0.0906782611880613,0.0846260879998621,0.0530869573678659,0.0579326088013856,0.0495260869679243,3.3081142923354335e-05,-2.266857775438162e-05,0.0985586970396663,0.1150108695678089,0.041147826158482,0.0738478267322415,0.0437173914650212,6.818875471767767e-05,-5.279430463459626e-05,0.2327869586322618,0.1452565180218738,-17.625949392097528,-11.385830206683549,7.7406644019172415,21.21,0.65,48783.0,1495.0,0.00032578194562176224,0.00044879894497724937
374,-76.33835238190831,42.36270725274419,3300,Pond,0.021986363766094,0.0320318184905883,0.0178045454068165,4.262229688747814e-05,-2.630131064568724e-05,0.0784333329647779,0.0795545476404103,0.0599045461100159,0.0778106055927999,0.0621727268126877,2.764898046293776e-05,-1.4082901427533065e-05,0.1059636365283619,0.120940910595836,0.0285727273898594,0.047122727628007,0.0370757576416839,5.1555131986705504e-05,-3.335214314299237e-05,0.1106621201968554,0.0930121204618251,-19.240449668666955,-13.547708675130163,8.101677747454572,21.21,0.65,69993.0,2145.0,0.00046742626980513717,0.0006439289210543143
375,-76.30383448100766,42.36838460533981,2000,Pond,0.0253650003578513,0.0355549997650086,0.0162499999161809,4.864295024162857e-05,-2.9730817732342985e-05,0.0914000006392598,0.1178349990397691,0.0323249999433755,0.0425349995493888,0.0305849995464086,4.59944903923315e-05,-3.196522861799167e-05,0.0932800000533461,0.1320950008928775,0.0267124999314546,0.0446400009095668,0.0288650001399219,5.970836864435114e-05,-4.2267937806173e-05,0.1240849995985627,0.1167649991810321,-19.70237751677217,-13.269608203923717,7.600902459542082,21.21,0.65,42420.0,1300.0,0.0002832886483667498,0.00039025995215412985
376,-76.27757373086857,42.36442004055259,3000,Pond,0.0331766667775809,0.0347200003452599,0.0190083334377656,4.462805451718547e-05,-4.296270568981224e-05,0.1029766672601302,0.116783333569765,0.0318799997369448,0.0437966668357451,0.0317633335789044,4.183580640528817e-05,-3.090095836644953e-05,0.0901233331610759,0.1137800005575021,0.0267433332900206,0.0400933333362142,0.0303616667166352,5.928282722985993e-05,-4.539108837586052e-05,0.1242566669980684,0.1102733321487903,-18.75427090706084,-12.838543259994555,8.006367567650246,21.21,0.65,63630.0,1950.0,0.0004249329725501247,0.0005853899282311948
377,-76.27636532500246,42.36917659543785,6100,Pond,0.0186991526082284,0.023838135603247,0.0127932204059877,5.045981437803475e-05,-3.725491486590218e-05,0.0710983056953903,0.0893449144343198,0.0320313558992692,0.0479593220151076,0.0328694915367385,3.827060196673008e-05,-1.8590357932048468e-05,0.0802949155223066,0.1089262709779254,0.0277983050288285,0.0457830508634195,0.0350601698698128,4.766461455092521e-05,-2.7658346693434878e-05,0.1042372886154611,0.098451694694616,-19.49045340315205,-13.235053968599454,8.716044050161402,21.21,0.65,129381.0,3965.0,0.0008640303775185868,0.001190292854070096
378,-76.68574723528248,42.37419071645952,600,Pond,0.0318666665504376,0.03158333307753,0.0184333333745598,5.295138241005285e-05,-5.584963158374497e-05,0.1221500008056561,0.1400333320101102,0.0446500002096096,0.0508333332836627,0.0402083341032266,3.88201721458851e-05,-3.906038455170346e-05,0.1187500009934107,0.165816659728686,0.0247999997809529,0.0410749999185403,0.0276833334937691,7.352976414646643e-05,-6.177665030312103e-05,0.1894166618585586,0.1414499978224436,-19.005540383785245,-11.930182462834594,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
379,-76.65692105367931,42.37392529191117,20600,Pond,0.0226558254199843,0.0261463592172537,0.0171356797105298,4.546341004516736e-05,-4.194124910245768e-05,0.0758038835907445,0.0603774275305201,0.0728764563835072,0.0793097086648628,0.0728478153751602,2.279783598293333e-05,-1.932041943975328e-05,0.1196665041944355,0.0966970874629553,0.0317055826409927,0.0449000000772835,0.034574271903093,5.230705644562388e-05,-4.083433759439942e-05,0.1238752422691548,0.0739980582871194,-21.33898528360642,-14.847176590458728,9.933046354777673,21.57,0.28,444342.0,5768.000000000001,0.002967398505247014,0.001731553387711555
380,-76.65267725528979,42.37169040558538,500,Pond,0.023540000244975,0.019340000487864,0.0130400003865361,5.5473982502007854e-05,-5.804716420243494e-05,0.0762599997222423,0.1045800000429153,0.0755600020289421,0.0816599994897842,0.0823700010776519,4.033803998026997e-05,-3.70568668586202e-05,0.1657400012016296,0.1451600044965744,0.0387200005352497,0.0520900003612041,0.0379399999976158,6.107944718678482e-05,-4.968300345353782e-05,0.1638099983334541,0.1172399967908859,-19.326090222329697,-12.795563113517131,6.214608098422191,35.18,2.28,17590.0,1140.0,0.0001174692910129922,0.00034222795804285237
381,-76.65536362022003,42.36997958423824,6700,Pond,0.0189641791103935,0.0223820893538754,0.0161298507921842,3.7969404067906056e-05,-3.0428627977851564e-05,0.0472835822225506,0.0512955227394157,0.0505932835556233,0.0579791045678195,0.0501917911999261,2.5261290497226908e-05,-2.1618050236136345e-05,0.0991052244581393,0.0737947753227468,0.0321425376042946,0.041630597201301,0.0349999998710048,4.116760693019632e-05,-2.995667284212958e-05,0.0919216424782774,0.0598402990222866,-18.264973810390178,-11.720025082068505,8.809862805379057,21.21,0.65,142107.0,4355.0,0.0009490169720286118,0.001307370839716335
382,-76.61305175145701,42.37549599578902,1100,Pond,0.0348363635553555,0.0441181813790039,0.0209636360576206,6.608781074067916e-05,-5.524467897802506e-05,0.172618185931986,0.1689999997615814,0.0329363639043136,0.0529272732409563,0.0381181819195097,5.757145647128875e-05,-3.915445673059863e-05,0.1351636363701387,0.1571454581889239,0.0426545454697175,0.0660681815987283,0.0442363640124147,6.860284503835084e-05,-5.48307857984169e-05,0.2444545450535687,0.1586636413227428,-19.253720902334337,-12.38828700240714,7.003065458786462,21.21,0.65,23331.0,715.0,0.0001558087566017124,0.00021464297368477142
383,-76.61130470322587,42.3704006814989,1400,Pond,0.0313214288492287,0.0461785717468176,0.0239642857174788,6.325279667050512e-05,-4.5216964800991786e-05,0.1537571456283331,0.136521428823471,0.094892857330186,0.1143035713051046,0.1058571439768586,4.395055501455707e-05,-3.430477915701756e-05,0.2182714268565178,0.176410715494837,0.0410142857581377,0.0645214292619909,0.046142856989588,6.153571043146908e-05,-4.686412285082042e-05,0.1966071426868438,0.1584499978593417,-18.71370491104897,-12.62804394737671,7.24422751560335,21.21,0.65,29694.0,910.0,0.00019830205385672485,0.0002731819665078909
384,-76.59657447141223,42.37545334849775,900,Pond,0.0219888892024755,0.0244333334267139,0.0164222221614585,3.71776966656196e-05,-2.8906961839917734e-05,0.0512888882723119,0.0985111138886875,0.0752000030544069,0.0880722213122579,0.0698777768346998,3.3903008443303406e-05,-2.7556684573129238e-05,0.1610111097494761,0.1489222165611055,0.0264444446398152,0.0375111103057861,0.0308888891918791,5.501769272895116e-05,-4.324725280942706e-05,0.0963888880279329,0.1021333303716447,-21.20873647491097,-15.455639067526455,6.802394763324311,35.18,2.28,31662.0,2052.0,0.00021144472382338594,0.0006160103244771342
385,-76.59592319283122,42.37373407285676,1200,Pond,0.0201400000602006,0.0215899999253451,0.011720000160858,5.7567187832319176e-05,-5.18936420121463e-05,0.0672099988907575,0.1052800014615058,0.0506649993360042,0.0545800004154443,0.0453449994325637,3.6011809061164965e-05,-3.069269841944333e-05,0.1023450005799531,0.1315600007772445,0.0244349997490644,0.0352399997413158,0.0296249998733401,6.156984745757655e-05,-4.8832687753019854e-05,0.1002250000834465,0.1075900003314018,-18.83974494649332,-12.717980979325194,7.090076835776092,21.21,0.65,25452.0,780.0,0.00016997318902004988,0.00023415597129247792
386,-76.5742680699258,42.37021082747036,1700,Pond,0.0161764707197161,0.0208411764572648,0.0100941176197546,6.56510828240939e-05,-5.758941658902639e-05,0.0889294112429899,0.1078352941309704,0.0190999999861506,0.0247294120490551,0.0214529413291636,5.7708702062133374e-05,-4.453000763212056e-05,0.0648470593287664,0.068002940100782,0.0257676472777829,0.0371470586122835,0.0291794116663582,5.486241763505592e-05,-4.300483423696064e-05,0.1042617651469567,0.1193352946463753,-21.60584424943558,-15.269469659524438,7.438383530044307,21.21,0.65,36057.0,1105.0,0.00024079535111173731,0.0003317209593310104
387,-76.52708978418558,42.3718101809566,600,Pond,0.0337916668504476,0.042383333047231,0.0214083334431052,5.770336489755815e-05,-5.281794013474913e-05,0.1495166644454002,0.1240749980012575,0.0437833331525325,0.0558583332846562,0.0424583336959282,4.025598385245152e-05,-3.161702534271171e-05,0.1287749980886777,0.1410750026504198,0.0357750008503595,0.0512666665017604,0.037066667030255,6.035552542016376e-05,-5.084144080077143e-05,0.1806833346684773,0.1253916670878728,-18.31899338190577,-12.059782339061265,6.396929655216146,35.18,2.28,21108.0,1367.9999999999998,0.00014096314921559062,0.00041067354965142275
388,-76.52294256195721,42.37173532134958,1000,Pond,0.0182150000706315,0.0232250001281499,0.016780000180006,5.5702184545225465e-05,-4.948931382386945e-05,0.0787800006568431,0.1146299988031387,0.0354200005531311,0.0482449993491172,0.0395300008356571,3.895391564583406e-05,-2.8541789106384385e-05,0.1060900010168552,0.11751000136137,0.0268200000748038,0.0343900006264448,0.0335200004279613,5.0229803309775886e-05,-4.163576450082474e-05,0.0854899995028972,0.1198599979281425,-22.48851054812672,-15.907025458907167,6.907755278982137,21.21,0.65,21210.0,650.0,0.0001416443241833749,0.00019512997607706493
